Date,Type,BankAccount,ContactName,Reference,Total,AccountCode,AccountName,Description,LineAmount,TaxType,Status,BankTransactionID
"2017-01-25","RECEIVE","ULearn Limited Current account","ULearn-Student","","2454","100","","Course Accomm Payments","2454","OUTPUT","AUTHORISED","881f8642-faf1-48a8-b913-3c92a00d79ef"
"2017-01-25","RECEIVE","ULearn Limited Current account","ULearn-Student","","2990","100","","Course Accommodation Payments","2990","OUTPUT","AUTHORISED","886624a8-2a0c-401e-a3c8-2d104add81a4"
"2017-01-25","RECEIVE","ULearn Limited Current account","ULearn-Student","","2524.75","100","","Course Accommodatio Payments","2524.75","OUTPUT","AUTHORISED","633ddf61-e497-4b1d-a6ae-68f70149494b"
"2017-01-25","RECEIVE","ULearn Limited Current account","ULearn-Student","","1470.44","100","","Course Payments","1470.44","NONE","AUTHORISED","23f4dd33-b082-4fdf-98e4-aead069ac4ed"
"2017-01-25","SPEND","ULearn Limited Current account","Google - CARD","POS23JAN GOOGLE *ADWS","500","B110","","Google Adwords","500","INPUT","AUTHORISED","37959516-31b1-4b6d-8a07-775f1f492217"
"2017-01-24","SPEND","ULearn Limited Current account","SOFTWARE","POS22JAN ADOBE  CREAT","30.74","B106","","Software / Hosting","30.74","INPUT","AUTHORISED","7372d508-de33-4fc5-b6bd-fdf5cb2c6aa5"
"2017-01-24","SPEND","ULearn Limited Current account","Social","POS20JAN GUINNESS STO","175.5","A104","","Social Outings & Expenses","175.5","INPUT","AUTHORISED","bdce76a5-e2ce-4948-8dfb-b914814a9f4a"
"2017-01-24","RECEIVE","ULearn Limited Current account","ULearn-Student","","184.47","100","","Course Accommodation Payments","184.47","OUTPUT","AUTHORISED","e50fe3f1-0cc6-44a4-a790-38a442d3f65a"
"2017-01-24","SPEND","ULearn Limited Current account","Bank Charges","","0.26","B127","","Foreign FX Charges","0.26","NONE","AUTHORISED","aac8a472-8016-4e62-8026-b7c4a6e82893"
"2017-01-20","RECEIVE","ULearn Limited Current account","ULearn-Student","","3988","100","","Course Accommodation Payments","3988","OUTPUT","AUTHORISED","945242be-ffa4-44f3-ba5d-b9983ef42c44"
"2017-01-19","SPEND","ULearn Limited Current account","John Gunn Camera Shop","","36","B102","","Camera Filter","36","INPUT","AUTHORISED","7547e551-abb7-49f5-967f-f5ce646ac0d6"
"2017-01-23","SPEND","ULearn Limited Current account","BOI LIFE INSURANCE","OP/BoI LIFE   SEPA DD","47.05","B119","","Life Insurance BOI","47.05","INPUT","AUTHORISED","a77b492e-b913-48fa-a638-1bd9681034ad"
"2017-01-23","SPEND","ULearn Limited Current account","BOI LIFE INSURANCE","OP/BoI LIFE   SEPA DD","51.03","B119","","Life Insurance BOI","51.03","INPUT","AUTHORISED","56b81e02-4860-4462-b4df-000314023585"
"2017-01-23","RECEIVE","ULearn Limited Current account","ULearn-Student","","166.62","100","","Course Accommodation Payments","166.62","OUTPUT","AUTHORISED","7afb6e49-3280-4416-9f8a-f8d82ef4dc74"
"2017-01-19","SPEND","ULearn Limited Current account","John Gunn Camera Shop","","5","B102","","Batteries","5","INPUT","AUTHORISED","dab0e0a0-6bc3-488f-91b8-b84965cf48b0"
"2017-01-23","RECEIVE","ULearn Limited Current account","ULearn-Student","","6546","100","","Course Accommodation Payments","6546","OUTPUT","AUTHORISED","b691e3ca-0f6c-44eb-ac13-f9b0d7b72411"
"2017-01-20","SPEND","ULearn Limited Current account","Caffe Nero","","7.9","B102","","Coffee","7.9","INPUT","AUTHORISED","cfa62032-930b-40e4-844c-4801de1862dc"
"2017-01-16","SPEND","ULearn Limited Current account","Caffe Nero","","2.4","B102","","Coffee","2.4","INPUT","AUTHORISED","3341b073-c99b-4ca6-8b86-24072cca9a91"
"2017-01-16","SPEND","ULearn Limited Current account","Caffe Nero","","7.15","B102","","Coffee","7.15","INPUT","AUTHORISED","25fe4656-5bf2-4a0e-93e6-cdf82b831fc9"
"2017-01-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","2343","100","","Course Accommdoation Payment","2343","OUTPUT","AUTHORISED","13260c8c-4e23-459d-b3d8-f329de0f8c54"
"2017-01-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","1845","100","","Course Accommodation Payments","1845","NONE","AUTHORISED","693f4b1c-eaa3-42ff-8f5f-07cf0f2edd3f"
"2017-01-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","764.47","100","","Course Accommodation Payments","764.47","OUTPUT","AUTHORISED","4fea3d4f-aac2-4f8e-b76e-4565b0fdaad2"
"2017-01-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","915.02","100","","Course Accommodation Payments","915.02","OUTPUT","AUTHORISED","6ceafaa6-b731-4188-8e78-4844db15260e"
"2017-01-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","1023","100","","Course Accommodation Pyaments","1023","OUTPUT","AUTHORISED","7f8dbae0-27df-4a9c-a433-ab174574207b"
"2017-01-20","RECEIVE","ULearn Limited Current account","ULearn-Student","","1337.84","100","","Course Accommodation Payments","1337.84","OUTPUT","AUTHORISED","768f8578-b6f8-47fb-89cb-debfa62134ad"
"2017-01-26","RECEIVE","ULearn Limited Current account","ULearn-Student","","7111","100","","Course Accomm Payments","7111","OUTPUT","AUTHORISED","a565e6b0-df0e-4a8d-bf77-ff24b245a4de"
"2017-01-20","SPEND","ULearn Limited Current account","Bank Charges","","0.92","B127","","Foreign FX Charges","0.92","NONE","AUTHORISED","d27384aa-7ace-4706-adc0-593d3ee55e3e"
"2017-01-24","SPEND","ULearn Limited Current account","Bank of Ireland","","3.16","B127","","Foreign FX Charges","3.16","NONE","AUTHORISED","43f70cd5-485b-4741-8b89-30588caff7bd"
"2017-01-24","SPEND","ULearn Limited Current account","Bank of Ireland","","0.19","B127","","Foreign FX Charges","0.19","NONE","AUTHORISED","e8817276-84cd-4f12-860c-4fbadf269f82"
"2017-01-19","SPEND","ULearn Limited Current account","SOFTWARE","","33.2","B106","","Software / Hosting","33.2","INPUT","AUTHORISED","cf3618bb-b17a-46c7-829c-74d9f2f12c03"
"2017-01-17","SPEND","ULearn Limited Current account","Google - CARD","POS15JAN GOOGLE *ADWS","500","B110","","Google Adwords","500","INPUT","AUTHORISED","ceac5378-e187-4363-9ea6-a97587aecd47"
"2017-01-17","RECEIVE","ULearn Limited Current account","ULearn-Student","","2571","100","","Course Accommodation Payment","2571","OUTPUT","AUTHORISED","53cf8cac-c714-4ac5-827c-c12aec318cd4"
"2017-01-17","SPEND","ULearn Limited Current account","Bank Charges","","0.18","B127","","Currency FX Charges","0.18","INPUT","AUTHORISED","e3e516ec-fe0b-41f7-ab12-4020b6317616"
"2017-01-03","SPEND","ULearn Limited Current account","First Data","","45.39","B127","","Gateway Merchant","45.39","INPUT","AUTHORISED","b6953298-b27d-4df7-bfbd-283f8d130e8b"
"2017-01-03","RECEIVE","ULearn Limited Current account","ULearn-Student","","3858","100","","course fees ","3858","NONE","AUTHORISED","7fec30d5-9f6f-483d-9c52-c5d0b97b5a0e"
"2017-02-03","RECEIVE","ULearn Limited Current account","ULearn-Student","","1953","100","","course fees","1953","OUTPUT","AUTHORISED","370ff7b6-2e32-438f-bb34-3333b5d3f3c1"
"2017-02-03","RECEIVE","ULearn Limited Current account","ULearn-Student","","2174.4","100","","EUI YOUNG JUNG","2174.4","OUTPUT","AUTHORISED","1ac7cc3b-ccec-46e5-8cfe-8ea52f89525e"
"2017-02-01","SPEND","ULearn Limited Current account","Fresh","","6.9","B102","","Coffee","6.9","INPUT","AUTHORISED","5d16b980-f3d2-4bb6-8b4c-ded3ca04b119"
"2017-02-03","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2468316   GP","1436.21","100","","Valitor Merch A/C","1436.21","OUTPUT","AUTHORISED","25fa0ca2-5c68-49a3-bdb8-f6797e06ae9d"
"2017-02-03","SPEND","ULearn Limited Current account","Social","POS01FEB AIRPORT TAXI","41","A104","","Airport Transfer","41","INPUT","AUTHORISED","78399050-7db5-4302-a5aa-feba2d84acb0"
"2017-02-03","SPEND","ULearn Limited Current account","Google - CARD","POS01FEB GOOGLE *SVCS","57.28","B106","","Google Apps Bus","57.28","INPUT","AUTHORISED","41cce4fc-93da-4eac-9363-e70d563afde3"
"2017-02-03","SPEND","ULearn Limited Current account","Social","POS01FEB AIRPORT TAXI","33","A104","","Airport Transfer","33","INPUT","AUTHORISED","fb625b2d-cf6a-41cd-be6f-3356efb526d9"
"2017-02-03","RECEIVE","ULearn Limited Current account","ULearn-Student","","2362.5","100","","Tatiana Baptista","2362.5","OUTPUT","AUTHORISED","7b495bf2-4813-4a5d-b3c0-4250c827a092"
"2017-01-30","SPEND","ULearn Limited Current account","Caffe Nero","","15.1","B115","","Coffee","15.1","INPUT","AUTHORISED","98578e55-8946-422a-969c-4fe775881697"
"2017-02-02","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2463797   GP","1163.07","100","","Valitor Merch A/C","1163.07","OUTPUT","AUTHORISED","12191d62-3601-4a61-b649-33e8df2db697"
"2017-02-02","RECEIVE","ULearn Limited Current account","ULearn-Student","","1892.25","100","","Maria Visconde","1892.25","OUTPUT","AUTHORISED","55d6101f-6336-4e62-a9a1-290b9ef7a63b"
"2017-02-02","RECEIVE","ULearn Limited Current account","ULearn-Student","","1892.25","100","","isabela chagas","1892.25","OUTPUT","AUTHORISED","4833db1b-c51a-49fb-a0b4-94934f382141"
"2017-02-02","RECEIVE","ULearn Limited Current account","ULearn-Student","","5010.78","100","","","5010.78","OUTPUT","AUTHORISED","6b44229d-9ba0-4d40-9ed5-1d3aa639a711"
"2017-02-02","RECEIVE","ULearn Limited Current account","ULearn-Student","","315","100","","","315","OUTPUT","AUTHORISED","0a796ffb-0171-4856-9b1e-1f16e1c9db8c"
"2017-02-02","RECEIVE","ULearn Limited Current account","ULearn-Student","","6155.63","100","","","6155.63","OUTPUT","AUTHORISED","b052c42b-9815-4af7-abec-cbf87c723ea7"
"2017-02-01","SPEND","ULearn Limited Current account","Caimin Dunne","","254.24","B108","","Balance & Expenses Dec","254.24","INPUT","AUTHORISED","7cd94920-ff9b-4fed-8570-a04ec96814a9"
"2017-02-01","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD       30","0.57","B106","","Misc Software / Hosting","0.57","INPUT","AUTHORISED","3cd55f5e-40b1-4871-b26c-316c4ab888a2"
"2017-02-01","RECEIVE","ULearn Limited Current account","ULearn-Student","","2180.75","100","","Guilherme","2180.75","OUTPUT","AUTHORISED","ad6209a1-ff7a-400a-bd28-5dc714b28dad"
"2017-02-01","RECEIVE","ULearn Limited Current account","ULearn-Student","","374","100","","THAMIRES FERREIERA","374","OUTPUT","AUTHORISED","3e80b358-8612-409a-b886-11f1cce122a5"
"2017-02-01","SPEND","ULearn Limited Current account","First Data","","45.39","B127","","Gateway Merchant","45.39","INPUT","AUTHORISED","a29f2d75-4bd7-41cb-bff7-cfd2469c6b31"
"2017-02-01","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2452684   GP","2954.36","100","","Valitor Merch A/C","2954.36","OUTPUT","AUTHORISED","d916502b-fe76-4187-a3d0-8866a372f9cc"
"2017-02-02","SPEND","ULearn Limited Current account","Google - CARD","POS31JAN GOOGLE *ADWS","500","B110","","Google Adwords","500","INPUT","AUTHORISED","2eed7f53-bdd7-4fb8-a514-587fe61f595f"
"2017-01-31","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2448195   GP","7385.26","100","","Valitor Merch A/C","7385.26","OUTPUT","AUTHORISED","4d82b01c-8967-489b-a175-74599ad2a904"
"2017-01-29","SPEND","ULearn Limited Current account","Maplin","","28.22","B102","","Hardware","28.22","INPUT","AUTHORISED","8d4d36c3-4c69-43d6-9704-4bc4a5140b30"
"2017-01-26","SPEND","ULearn Limited Current account","Caffe Nero","","14.6","B115","","Food","14.6","INPUT","AUTHORISED","5b12d924-b91c-4699-8d2d-b87a408b90b6"
"2017-01-31","SPEND","ULearn Limited Current account","FLYEFIT","POS28JAN FLYEFIT GROU","32","B122","","FLYEFIT Dir Member Fee","32","INPUT","AUTHORISED","7004ecad-f139-4d62-b4fb-b13d18738ae0"
"2017-01-31","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD       20","0.38","B106","","Misc Software / Hosting","0.38","INPUT","AUTHORISED","f6643f23-250a-46d8-a6a7-bad960efb4ff"
"2017-01-31","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD        2","0.05","B106","","Misc Software / Hosting","0.05","INPUT","AUTHORISED","df4e595b-e2f3-41c1-9001-b0b48088ef18"
"2017-01-31","SPEND","ULearn Limited Current account","INTERPAY LIMITED","","34.52","B113","","Interpay Double Payment","34.52","INPUT","AUTHORISED","b4684d66-9fb5-4168-bc8b-f125f73d1b49"
"2017-01-31","RECEIVE","ULearn Limited Current account","ULearn-Student","","1312","100","","","1312","OUTPUT","AUTHORISED","cac923cd-b253-4de6-bf00-5761b6f5de26"
"2017-01-31","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 5435","1355","100","","Cash Drop","1355","NONE","AUTHORISED","84242250-d4db-4030-b475-1be7478822f3"
"2017-01-31","RECEIVE","ULearn Limited Current account","ULearn-Student","","1358.12","100","","Ayako & Toyo","1358.12","OUTPUT","AUTHORISED","13d1ae59-189b-4fa6-be0d-61eb1cec4305"
"2017-01-30","RECEIVE","ULearn Limited Current account","ULearn-Student","","1450.8","100","","","1450.8","OUTPUT","AUTHORISED","0b218ed8-e9f1-4df1-87a2-7a7f3d645537"
"2017-01-30","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2443565   GP","745.81","100","","Valitor Merch A/C","745.81","OUTPUT","AUTHORISED","94c5a7e2-0bba-49c5-ad7f-da9139e156be"
"2017-01-30","RECEIVE","ULearn Limited Current account","ULearn-Student","","2654","100","","","2654","OUTPUT","AUTHORISED","4d84645c-2919-43c6-8090-3de2f58f6dc4"
"2017-01-31","SPEND","ULearn Limited Current account","Social","POS27JAN AIRPORT TAXI","33","A104","","Airport Transfer","33","INPUT","AUTHORISED","f0870492-b8f1-4bc2-a1f3-b2f06a1259fd"
"2017-01-27","RECEIVE","ULearn Limited Current account","ULearn-Student","","401","100","","Alexandre Carvalho","401","OUTPUT","AUTHORISED","e0374db6-3087-425d-9ca2-d88a7363c5ec"
"2017-01-27","RECEIVE","ULearn Limited Current account","ULearn-Student","","2960","100","","","2960","OUTPUT","AUTHORISED","83489df9-739e-4733-be4b-5e83b5a68ff4"
"2017-01-27","RECEIVE","ULearn Limited Current account","ULearn-Student","","2169.49","100","","Jaqueline","2169.49","OUTPUT","AUTHORISED","f94e8924-0c94-4e1a-aec9-030a0c70ed51"
"2017-01-30","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD       30","0.56","B106","","Misc Software / Hosting","0.56","INPUT","AUTHORISED","dc7c48a2-3edc-4ec5-9510-0f7017866fc7"
"2017-01-30","RECEIVE","ULearn Limited Current account","ULearn-Student","","1285","100","","Come2study Partial ","1285","OUTPUT","AUTHORISED","0d24c028-4b86-4112-b4b2-1d06f9bcf520"
"2017-01-27","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2439136   GP","1748.5","100","","Valitor Merch A/C","1748.5","OUTPUT","AUTHORISED","9812f271-418a-4b4e-9c02-4e2e01087327"
"2017-01-16","SPEND","ULearn Limited Current account","BOI","EFT DD CHARGES","2.4","B127","","Bank Charges","2.4","INPUT","AUTHORISED","405ab4ec-35b1-4110-8f14-184f5d0cb335"
"2017-01-13","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD        9","0.19","B106","","Misc Software / Hosting","0.19","INPUT","AUTHORISED","d604ce04-d1ba-41fa-b9ba-c212dc545504"
"2017-01-16","SPEND","ULearn Limited Current account","Deirdre Duggan","","660","A100","","Overdue since summer","660","INPUT","AUTHORISED","0a5334a1-dd01-45c5-ba34-7a69dbf04afe"
"2017-01-17","SPEND","ULearn Limited Current account","Entertainment (Bars / Cinemas etc.)","","50","A104","","Cinemas outing","50","INPUT","AUTHORISED","b40651ae-6746-4c6d-a306-03bca5736d7a"
"2017-01-10","SPEND","ULearn Limited Current account","Google - CARD","POS08JAN GOOGLE *ADWS","500","B110","","Google Adwords","500","INPUT","AUTHORISED","6168f2d1-a1df-4ff1-9699-aae525607358"
"2017-01-10","SPEND","ULearn Limited Current account","Bank Charges","","0.19","B127","","Currency FX Charges","0.19","INPUT","AUTHORISED","7a8c9d7a-464f-48e8-b0f3-fd89cc628af2"
"2017-01-10","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD        5","0.1","B106","","Misc Software / Hosting","0.1","INPUT","AUTHORISED","03bc8711-2f38-45f1-9cb3-d1864c062160"
"2017-01-12","SPEND","ULearn Limited Current account","Food","","23.2","B115","","Working late meeting","23.2","INPUT","AUTHORISED","8cb464d9-b24c-4a43-9e4f-15899630ecfe"
"2017-01-04","RECEIVE","ULearn Limited Current account","ULearn-Student","","2158.94","100","","","2158.94","OUTPUT","AUTHORISED","3423f701-5448-41d0-9d38-c940f8084dd7"
"2017-01-04","RECEIVE","ULearn Limited Current account","ULearn-Student","","1159","100","","","1159","OUTPUT","AUTHORISED","3079a475-5e23-43e8-b35a-839615d42223"
"2017-01-05","RECEIVE","ULearn Limited Current account","ULearn-Student","","1159","100","","","1159","OUTPUT","AUTHORISED","8729703c-d7e9-4ced-ac10-c417fcbbfc8c"
"2017-01-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","275.37","100","","Rosa Maria Poloni","275.37","OUTPUT","AUTHORISED","d8a9aaaf-9ff9-4c4c-92d4-2f7273c5c84f"
"2017-01-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","50","100","","","50","OUTPUT","AUTHORISED","99e421d2-1857-4f2c-9393-cd3f7c8d2476"
"2017-01-11","RECEIVE","ULearn Limited Current account","ULearn-Student","","100","100","","Diggs Hotel","100","OUTPUT","AUTHORISED","a8515f93-11d8-44bd-9e99-2e2d4d8727a7"
"2017-02-10","SPEND","ULearn Limited Current account","Bank Charges","","0.19","B127","","Currency FX Charges","0.19","INPUT","AUTHORISED","1f4bc4c6-b78c-44cd-b822-09138bd86d4c"
"2017-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2497668   GP","119.53","100","","Valitor Merch A/C","119.53","OUTPUT","AUTHORISED","ee67a51e-e272-44d7-bb47-f99aa0875343"
"2017-02-10","SPEND","ULearn Limited Current account","Social","POS08FEB AIRPORT TAXI","33","A104","","Airport Transfer","33","INPUT","AUTHORISED","c00c1d0b-8540-4deb-9520-455a29d9a7b9"
"2017-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","","2055.75","100","","MD4S Bruna Rsego","2055.75","OUTPUT","AUTHORISED","47c08087-b617-419c-90ff-85b0e92f4f86"
"2017-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","","2055.75","100","","MD4S ANNA LUIZA DA","2055.75","OUTPUT","AUTHORISED","97f1c4da-f0fd-401a-8231-46dd41168d92"
"2017-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","","3391","100","","Elizabet payment","3391","OUTPUT","AUTHORISED","035be7b2-017b-45de-a55f-ea128576b55f"
"2017-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","","2017.25","100","","JOSE JUNIOR","2017.25","OUTPUT","AUTHORISED","7860604c-8be8-470b-a81c-f9e160099ae6"
"2017-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","","3187","100","","ULS2017 02 10 GP","3187","OUTPUT","AUTHORISED","b4160475-0b5c-4737-9faf-be533841d2b6"
"2017-02-10","SPEND","ULearn Limited Current account","Google - CARD","","9.39","B106","","app","9.39","INPUT","AUTHORISED","2a998850-b672-4216-97d5-5ef3343bf98c"
"2017-02-08","RECEIVE","ULearn Limited Current account","ULearn-Student","","4088.8","100","","P2017098 ","4088.8","OUTPUT","AUTHORISED","d1acc86e-7976-4170-9dc6-2b38764af492"
"2017-02-08","RECEIVE","ULearn Limited Current account","ULearn-Student","","650","100","","ULS2017 02 08","650","OUTPUT","AUTHORISED","aeed1028-9c5f-4bd5-9f6e-e7c0b9122905"
"2017-02-09","RECEIVE","ULearn Limited Current account","Refunds & Rebates","","11750","104","","Refund of dse domain","11750","OUTPUT","AUTHORISED","5abd3ff1-e4f4-456c-9dfe-cf13fc4c4b1c"
"2017-02-09","SPEND","ULearn Limited Current account","Google - CARD","POS07FEB GOOGLE *ADWS","500","B110","","Google Adwords","500","INPUT","AUTHORISED","fc9c0ca4-1302-4092-9824-e8ad71e4f1fe"
"2017-02-09","SPEND","ULearn Limited Current account","Social","POS07FEB AIRPORT TAXI","39","A104","","Airport Transfer","39","INPUT","AUTHORISED","74dbbe15-d90c-4a4d-9f54-d5786ceb2ca8"
"2017-02-09","RECEIVE","ULearn Limited Current account","ULearn-Student","","2635","100","","TRAMONTANA ANDREA","2635","OUTPUT","AUTHORISED","c8c2e631-46e0-451f-801c-7296aa638fd3"
"2017-02-09","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2493196   GP","3051.3","100","","Valitor Merch A/C","3051.3","OUTPUT","AUTHORISED","eba8d6af-51d9-448a-9f57-bcce8ed74e9b"
"2017-02-09","RECEIVE","ULearn Limited Current account","ULearn-Student","","72.24","100","","CLERBE MARTINS T2T","72.24","OUTPUT","AUTHORISED","abc26b2e-1c61-4c01-bce3-3dc2b4d225e4"
"2017-02-09","RECEIVE","ULearn Limited Current account","ULearn-Student","","520","100","","ULS2017 02 09 GP","520","OUTPUT","AUTHORISED","c051e925-0aa0-4575-9454-efe3617e3d93"
"2017-02-07","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 5435","1180","100","","Cash Drop","1180","NONE","AUTHORISED","db6ad43f-6ddc-48cb-9a8f-4eb27d892a73"
"2017-02-07","RECEIVE","ULearn Limited Current account","ULearn-Student","","6532","100","","ULS2017 02 07","6532","OUTPUT","AUTHORISED","821a7779-1503-49d5-b5d1-a474402b9c64"
"2017-02-08","RECEIVE","ULearn Limited Current account","ULearn-Student","","590","100","","ENTESAR ","590","OUTPUT","AUTHORISED","b97ab3e2-c012-4426-8e65-6fe248857786"
"2017-02-08","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2482026   GP","2694.14","100","","Valitor Merch A/C","2694.14","OUTPUT","AUTHORISED","9cd909b0-26d4-4814-a333-98091073a5e7"
"2017-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","Valitor M2472822   GP","1179.35","100","","Valitor Merch A/C","1179.35","OUTPUT","AUTHORISED","6a6c63e8-7f73-4956-aaf5-9ee2f3447ab9"
"2017-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","99.06","100","","BRYAN WRENN","99.06","OUTPUT","AUTHORISED","a1364951-c37a-4f0f-bad7-cfbc3e4b0eac"
"2017-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","3200","100","","BEZKHMELNYTSKA T","3200","OUTPUT","AUTHORISED","0887aff7-0b56-45a9-bad2-a1ef2ccf3c91"
"2017-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","LATM CR 900113 5435","990","100","","Cash Drop","990","NONE","AUTHORISED","24c3e086-cf78-403c-a368-3c843b883fde"
"2017-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","4850","100","","","4850","OUTPUT","AUTHORISED","f06edcaa-8360-47d3-8192-8ace17ef51a8"
"2017-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","11220.56","100","","Time2Travel (7x)","11220.56","OUTPUT","AUTHORISED","4f0d1577-766d-47c7-a9e4-fb1a136a0efc"
"2017-02-08","SPEND","ULearn Limited Current account","SOFTWARE","POS CHG USD        5","0.09","B106","","Misc Software / Hosting","0.09","INPUT","AUTHORISED","60bc71ca-2cf0-4b8f-9d62-adb1fdd90c6b"
"2017-01-13","SPEND","ULearn Limited Current account","EIRCOM","EIRCOM TIS    SEPA DD","201.43","B104","","Telephone & Internet","201.43","INPUT","AUTHORISED","b9db829c-4ad6-4190-af42-2b736cc07b76"
