Date,Type,BankAccount,ContactName,Reference,Total,AccountCode,AccountName,Description,LineAmount,TaxType,Status,BankTransactionID
"2025-01-03","RECEIVE","ULearn Limited Current account","ULearn-Student","","239.69","100","","STRIPE F6D0E5","239.69","NONE","AUTHORISED","82502157-6889-4099-9a97-2e78d384c0a3"
"2025-01-03","SPEND","ULearn Limited Current account","Zoho","","36.9","B106","","POS03MAR ZOHO-RECRUIT","36.9","TAX004","AUTHORISED","1bcdbf2d-249e-4d21-8acc-cc41058174d1"
"2025-01-03","SPEND","ULearn Limited Current account","Bank Charges","","1.57","B127","","NEPOSCHGUSD 000001.50","1.57","NONE","AUTHORISED","c56bab1d-f0a0-4d0e-84d6-fce79e27f7fc"
"2025-01-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","239.7","100","","STRIPE F6D0E5","239.7","NONE","AUTHORISED","59586d6b-c8ae-400d-ba8e-1b89a1f8fc9e"
"2025-01-06","SPEND","ULearn Limited Current account","GRENKE LIMITED","","822.1","A107.A","","Grenke Limite SEPA DD","822.1","NONE","AUTHORISED","20a5b480-4179-4083-8ead-fe87642a929c"
"2025-01-03","SPEND","ULearn Limited Current account","GARDEN VALE PROPERTIES","","6416.66","B100","","13 Harcourt ","6416.66","NONE","AUTHORISED","53be6160-2cad-4c13-9d04-9204843e302e"
"2025-01-21","RECEIVE","ULearn Limited Current account","ULearn-Student","","5268.2","100","","course fees","5268.2","NONE","AUTHORISED","263a7b7e-dcf5-4006-9c94-6b32593bc958"
"2025-01-10","SPEND","ULearn Limited Current account","Google","","1000","B110","","POS25SEP GOOGLE *ADS1","1000","NONE","AUTHORISED","09cca19e-4401-4c2b-99a0-f8caba27e981"
"2025-01-14","SPEND","ULearn Limited Current account","Google","","1000","B110","","POS25SEP GOOGLE *ADS1","1000","NONE","AUTHORISED","73f0fbad-8a99-4d2e-8c8c-135c9df8972e"
"2025-01-14","RECEIVE","ULearn Limited Current account","ULearn-Student","","2244.6","100","","STUDENT ID 29364","2244.6","NONE","AUTHORISED","08db416f-7f6e-4e19-894a-3475d211c19b"
"2025-01-20","SPEND","ULearn Limited Current account","Google","","1000","B110","","POS25SEP GOOGLE *ADS1","1000","NONE","AUTHORISED","9b61e987-8e8c-4ac8-8134-70844bbfeb2d"
"2025-01-27","SPEND","ULearn Limited Current account","Yaundry","","60","A101","","POS30MAY YAUNDRY","60","NONE","AUTHORISED","06eed0d3-9aaf-48af-8a33-f0b991280f46"
"2025-02-13","SPEND","ULearn Limited Current account","BOI","","0.48","B127","","NEPOSCHGUSD 000000.44","0.48","NONE","AUTHORISED","2df8751b-e391-438a-95be-69efa9850687"
"2025-02-13","RECEIVE","ULearn Limited Current account","ULearn-Student","","3550","100","","ULEARNP20241037TMU ","3550","NONE","AUTHORISED","0c718105-65d3-433c-81fc-0d0d725a43f0"
"2025-02-13","SPEND","ULearn Limited Current account","Bank Charges","","2.9","B127","","NEPOSCHGUSD 000001.50","2.9","NONE","AUTHORISED","96e3f18d-2e2f-43dd-a614-50b9a7ead48e"
"2025-02-14","RECEIVE","ULearn Limited Current account","ULearn-Student","","246","100","","STRIPE F6D0E5","246","NONE","AUTHORISED","9c99be27-513f-4adf-9ab7-35a9978f572e"
"2025-02-14","RECEIVE","ULearn Limited Current account","ULearn-Student","","300","100","","P20241075","300","NONE","AUTHORISED","4b7e1493-e3dc-4c93-af92-b790326b916c"
"2025-02-16","SPEND","ULearn Limited Current account","Woodies","","25.95","A101","","Apartment kitchen ","25.95","NONE","AUTHORISED","b26dd6b0-3713-480b-904e-47d8683f5252"
"2025-02-17","SPEND","ULearn Limited Current account","Bank Charges","","0.88","B127","","NEPOSCHGUSD 000000.86","0.88","NONE","AUTHORISED","5357e327-039b-4b2d-a4db-8ecbb8198027"
"2025-02-17","SPEND","ULearn Limited Current account","Bank Charges","","0.22","B127","","NEPOSCHGGBP 000000.21","0.22","NONE","AUTHORISED","0125a4c0-ea36-4152-8baa-b5f555d2cebb"
"2025-02-18","RECEIVE","ULearn Limited Current account","ULearn-Student","","2235","100","","student id:29757 i SP","2235","NONE","AUTHORISED","e2548301-a2e9-4fae-83ca-8654bb826e5e"
"2025-02-18","SPEND","ULearn Limited Current account","MessageBird","","30.75","B106","","POS01DEC MESSAGEBIRD.","30.75","NONE","AUTHORISED","d6a09869-afd0-4967-ad57-dd44c33ae788"
"2025-02-18","SPEND","ULearn Limited Current account","GODADDY","","16.58","B106","","","16.58","NONE","AUTHORISED","536bf657-359d-431f-a980-bf1504018406"
"2025-02-18","SPEND","ULearn Limited Current account","Yaundry","","51.97","A101","","POS30MAY YAUNDRY","51.97","NONE","AUTHORISED","1012004e-5e9d-46f2-8f42-6723a2a9d831"
"2025-02-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","239.69","100","","STRIPE F6D0E5","239.69","NONE","AUTHORISED","e9a44887-6864-449d-a594-9352795ad0e7"
"2025-02-19","RECEIVE","ULearn Limited Current account","ULearn-Student","","1840","100","","P20241075","1840","NONE","AUTHORISED","367a01c0-990f-4d0c-b21f-233a9e366e1a"
"2025-02-13","SPEND","ULearn Limited Current account","CLAUDE AI","","22.14","B106","","AO Software Subscription","22.14","NONE","AUTHORISED","2b9ea27b-2725-4fea-94ee-f8d84e43d29b"
"2025-02-13","RECEIVE","ULearn Limited Current account","ULearn-Student","","3862.5","100","","P20241075","3862.5","NONE","AUTHORISED","60a7870a-d758-401b-b8da-3a9f905c7ec5"
"2025-02-12","SPEND","ULearn Limited Current account","Zoho","","29.7","B106","","POS12MAR ZOHO-PEOPLE","29.7","TAX004","AUTHORISED","adeae8e8-6f7d-4a79-a411-8d48be7ef988"
"2025-02-12","SPEND","ULearn Limited Current account","GARDEN VALE PROPERTIES","","6416.66","B100","","13 Harcourt ","6416.66","NONE","AUTHORISED","90215326-6e78-4b7d-a421-1c110fb07426"
"2025-02-12","SPEND","ULearn Limited Current account","YouTube","","13.99","B106","","Teacher Download Account","13.99","NONE","AUTHORISED","a8e8adc9-2015-413d-8fe2-0af1a5c53342"
"2025-02-12","SPEND","ULearn Limited Current account","Bank Charges","","0.02","B127","","NEPOSCHGUSD 000000.02","0.02","NONE","AUTHORISED","8ab19f3b-cd8b-48e0-9112-2ccf837a4afb"
"2025-02-12","RECEIVE","ULearn Limited Current account","ULearn-Student","","735.24","100","","STRIPE LWDNZIDCTS7","735.24","NONE","AUTHORISED","7e90c668-c134-4b7b-9fd9-fca882573c84"
"2025-02-12","SPEND","ULearn Limited Current account","Unknown","","0.97","B127","","Looks like Authorisation","0.97","NONE","AUTHORISED","395930b9-83a1-4fdb-aaaa-7be290fc9882"
"2025-02-12","SPEND","ULearn Limited Current account","Spotify","","11.99","B102","","Rec Room Music ","11.99","NONE","AUTHORISED","cd7e548f-a07f-48a6-983c-4f2a03a9fc08"
"2025-02-11","SPEND","ULearn Limited Current account","Upwork - CARD","","18.62","B118","","POS04AUG Upwork -6072","18.62","NONE","AUTHORISED","494a2c0b-a63f-4d71-b628-c6440cf0d5b8"
"2025-02-11","SPEND","ULearn Limited Current account","LUCIDCHART","","102.58","B106","","Charting Software","102.58","NONE","AUTHORISED","fdde3be4-29c1-4ef3-8220-af45fd55f585"
"2025-02-10","RECEIVE","ULearn Limited Current account","ULearn-Student","","600","100","","","600","NONE","AUTHORISED","71d9c2ca-b4ef-48a0-b890-e4a3c67bbd8a"
"2025-02-10","SPEND","ULearn Limited Current account","Yaundry","","27","A101","","POS30MAY YAUNDRY","27","NONE","AUTHORISED","4aa4b71d-d93e-424b-b618-b74ed71b6ab7"
"2025-02-10","SPEND","ULearn Limited Current account","BOI","","0.19","B127","","NEPOSCHGGBP 000000.19","0.19","NONE","AUTHORISED","ccfa4a37-7955-484e-b385-3b06162aa42f"
"2025-02-10","SPEND","ULearn Limited Current account","Google","","1000","B110","","POS25SEP GOOGLE *ADS1","1000","NONE","AUTHORISED","6fc85d26-2e03-42ec-a902-1a11c59ace74"
"2025-02-10","SPEND","ULearn Limited Current account","Audible - CARD","","9.61","B121","","P0811GB  7.99@1.15269","9.61","NONE","AUTHORISED","fe20f456-5427-4618-842a-a08197e23600"
"2025-02-07","RECEIVE","ULearn Limited Current account","ULearn-Student","","900","100","","","900","NONE","AUTHORISED","4d5108a4-e2f6-470d-bba7-c2d6dc46692c"
"2025-02-07","RECEIVE","ULearn Limited Current account","ULearn-Student","","300","100","","ULEARND2025009TMUL","300","NONE","AUTHORISED","5967482e-dcea-425c-9ee0-e95ec612d452"
"2025-02-06","RECEIVE","ULearn Limited Current account","ULearn-Student","","1265","100","","","1265","NONE","AUTHORISED","d6c7a642-3f5b-4804-8fda-b65c093ffa00"
"2025-02-05","SPEND","ULearn Limited Current account","CookieBot","","18.45","B106","","Cookie Banner","18.45","NONE","AUTHORISED","2062ecbc-1660-46c8-830d-603e7485690e"
"2025-02-05","SPEND","ULearn Limited Current account","Yaundry","","15","A101","","POS30MAY YAUNDRY","15","NONE","AUTHORISED","0a04967d-5347-4235-8f9d-48de6c85e8ad"
"2025-02-05","SPEND","ULearn Limited Current account","Yaundry","","51.97","A101","","POS30MAY YAUNDRY","51.97","NONE","AUTHORISED","60186bf6-cadb-4564-bbbd-bf7da367991f"
"2025-02-05","RECEIVE","ULearn Limited Current account","ULearn-Student","","500","100","","","500","NONE","AUTHORISED","34fcc02a-9a53-47d4-9eeb-b7c5a90eecc3"
"2025-02-05","RECEIVE","ULearn Limited Current account","ULearn-Student","","360","100","","Invoice P2024474   SP","360","NONE","AUTHORISED","a0225c65-9d90-4f3d-8de0-b883ba4d1ac9"
"2025-02-04","SPEND","ULearn Limited Current account","Westwood","","89","BIK","","WESTWOOD DUN  SEPA DD","89","NONE","AUTHORISED","b3f773af-b9ad-4520-b303-24c0737bce76"
"2025-02-04","SPEND","ULearn Limited Current account","CARD - Google","","237.64","B106","","Google Workspace","237.64","INPUT","AUTHORISED","cb2add99-fd4f-4fb2-9174-e52993ba9c06"
"2025-02-04","SPEND","ULearn Limited Current account","CARD - Google","","3.69","B106","","","3.69","NONE","AUTHORISED","87df99e9-5392-429b-83c7-cb3575bccc54"
"2025-02-04","SPEND","ULearn Limited Current account","Upwork - CARD","","14.41","B118","","POS04AUG Upwork -6072","14.41","NONE","AUTHORISED","4d4a8bb1-fc85-4bbd-bfef-3d3bf88ab821"
"2025-02-04","RECEIVE","ULearn Limited Current account","ULearn-Student","","1330","100","","","1330","NONE","AUTHORISED","8bc83ff5-4829-4eea-b4bd-42d89cf134e8"
"2025-02-04","SPEND","ULearn Limited Current account","Bank Charges","","1.13","B127","","NEPOSCHGUSD 000001.14","1.13","NONE","AUTHORISED","5f3a6526-ec28-4d3e-bc6b-b68825addef6"
"2025-02-04","SPEND","ULearn Limited Current account","Westwood","","89","BIK","","WESTWOOD DUN  SEPA DD","89","NONE","AUTHORISED","66c360f3-315d-4d9e-9ba7-97af384de42a"
"2025-02-04","SPEND","ULearn Limited Current account","Bank Charges","","0.6","B127","","GOVT DUTY ATM/POS0536","0.6","NONE","AUTHORISED","12fcff60-bc4d-4f3c-964e-88f8df9cad23"
"2025-02-04","RECEIVE","ULearn Limited Current account","ULearn-Student","","3350","101","","FEB RENT ","3350","NONE","AUTHORISED","fa8875c8-415d-4a21-a698-a8352e66656a"
"2025-02-04","RECEIVE","ULearn Limited Current account","ULearn-Student","","410","100","","P20241075","410","NONE","AUTHORISED","e19ea24a-c69f-496a-8e08-a70b50dfd8f8"
"2025-02-04","SPEND","ULearn Limited Current account","AirBnB","","251.13","A103","","Temp Stay Required","251.13","NONE","AUTHORISED","38f9cc41-f5a0-49d0-9d21-fac3841bae2a"
"2025-02-04","SPEND","ULearn Limited Current account","GODADDY","","14.96","B106","","","14.96","NONE","AUTHORISED","77dd0c76-2a22-4941-9f2f-60f96e21aa0e"
"2025-02-04","SPEND","ULearn Limited Current account","Google","","1135.15","B110","","POS25SEP GOOGLE *ADS1","1135.15","NONE","AUTHORISED","31bcca06-fa36-4971-bb00-41f0643c153f"
"2025-02-04","SPEND","ULearn Limited Current account","Bank Charges","","1.57","B127","","NEPOSCHGUSD 000001.50","1.57","NONE","AUTHORISED","2eedf48c-650e-4927-b52f-ddfa71d82d66"
"2025-02-28","SPEND","ULearn Limited Current account","GARDEN VALE PROPERTIES","","6416.66","B100","","13 Harcourt ","6416.66","NONE","AUTHORISED","9c6897b2-bf2e-4683-850d-9c87b7d16f55"
"2025-01-20","RECEIVE","ULearn Limited Current account","ULearn-Student","","385","100","","","385","NONE","AUTHORISED","388199ba-d808-4532-8c29-93ee0e078965"
"2025-04-16","SPEND","ULearn Limited Current account","MessageBird","","18.45","B106","","POS01DEC MESSAGEBIRD.","18.45","NONE","AUTHORISED","bdcc3e51-f24d-4c6d-900c-aa9815efc4d3"
"2025-04-15","SPEND","ULearn Limited Current account","Upwork - CARD","","75.53","B118","","POS04AUG Upwork -6072","75.53","NONE","AUTHORISED","adf5bc77-63f0-4d24-8a69-b51e943b8d22"
"2025-04-15","SPEND","ULearn Limited Current account","Yaundry","","57.75","A101","","POS30MAY YAUNDRY","57.75","NONE","AUTHORISED","6aa820ca-9b57-4860-8194-94278c883756"
"2025-04-15","SPEND","ULearn Limited Current account","Bank Charges","","3.52","B127","","EFT DD CHARGES","3.52","NONE","AUTHORISED","58eaee32-25b7-43e3-82f4-daa56b342a33"
"2025-04-15","SPEND","ULearn Limited Current account","Bank Charges","","5.04","B127","","EFT DD CHARGES","5.04","NONE","AUTHORISED","ea7d268c-36b2-4110-b86f-e3222e5f7320"
"2025-04-15","SPEND","ULearn Limited Current account","Bank Charges","","8.88","B127","","EFT DD CHARGES","8.88","NONE","AUTHORISED","fc05bf06-bc03-4b0a-b04e-0700dda48cf9"
"2025-04-14","SPEND","ULearn Limited Current account","Yaundry","","66","A101","","POS30MAY YAUNDRY","66","NONE","AUTHORISED","73e488c5-fe36-4f6d-87df-f415132f5282"
"2025-04-14","SPEND","ULearn Limited Current account","BOI","","0.44","B127","","NEPOSCHGUSD 000000.44","0.44","NONE","AUTHORISED","a7b1f902-1278-4d0e-ba10-ad617992d6de"
"2025-04-14","SPEND","ULearn Limited Current account","CLAUDE AI","","22.14","B106","","AO Software Subscription","22.14","NONE","AUTHORISED","9b6caab0-6b82-4804-b098-4c6e4f0b7539"
"2025-04-12","SPEND","ULearn Limited Current account","Dunnes","","71","A101","","Accommodation","71","NONE","AUTHORISED","3922c872-ff6f-47eb-88fe-e356232a1b0a"
"2025-04-14","SPEND","ULearn Limited Current account","Bank Charges","","1.73","B127","","NEPOSCHGUSD 000001.14","1.73","NONE","AUTHORISED","b6aebca0-87e5-414a-9618-fd0c80b10b2e"
"2025-04-14","SPEND","ULearn Limited Current account","Spotify","","11.99","B102","","Rec Room Music ","11.99","NONE","AUTHORISED","ba3ebfdc-737e-43a8-935f-13fe736f14d6"
"2025-04-14","SPEND","ULearn Limited Current account","Google","","1000","B110","","POS25SEP GOOGLE *ADS1","1000","NONE","AUTHORISED","a7f42850-b3bd-42ca-8d1d-325a78216b87"
"2025-04-14","SPEND","ULearn Limited Current account","Bank Charges","","2.66","B127","","NEPOSCHGUSD 000001.96","2.66","NONE","AUTHORISED","9a94c548-229d-4b4c-8d54-18d6acb8704f"
"2025-04-14","SPEND","ULearn Limited Current account","Zoho","","29.7","B106","","POS11APR ZOHO-PEOPLE","29.7","TAX004","AUTHORISED","9a9f4b42-2f8b-4e4c-b44b-16caa5fe00de"
"2025-04-11","SPEND","ULearn Limited Current account","EIR","","20","B104","","POS06OCT Vesta EIR To","20","NONE","AUTHORISED","ace230f2-cfb2-420c-a78b-85ef873b1160"
"2025-04-10","SPEND","ULearn Limited Current account","Yaundry","","57.75","A101","","POS09APR YAUNDRY","57.75","NONE","AUTHORISED","166566b0-1b2d-4b3a-965a-413fcdaa69ab"
"2025-04-09","SPEND","ULearn Limited Current account","Audible - CARD","","9.44","B121","","P0804GB  7.99@1.14142","9.44","NONE","AUTHORISED","519342db-f853-4e92-9281-2661b22db188"
"2025-04-09","SPEND","ULearn Limited Current account","BOI","","0.19","B127","","NEPOSCHGGBP 000000.19","0.19","NONE","AUTHORISED","915f2232-4ec4-4a2a-84d7-4679d38fea12"
"2025-04-09","SPEND","ULearn Limited Current account","Bord Gais Energy - DD","","1247.95","B105A","","BORD GAIS EIR SEPA DD","1247.95","NONE","AUTHORISED","40467fae-3171-40c1-b9cf-9ada0a919212"
"2025-01-17","SPEND","ULearn Limited Current account","GODADDY","553","17.97","B106","","P1601US 18.43@0.97504","17.97","NONE","AUTHORISED","c8daee87-1077-4b37-bee0-aa7bf3651262"
"2025-01-17","SPEND","ULearn Limited Current account","Xero (NZ) Ltd","553","44.83","B106","","P1701US 46.00@0.97456","44.83","NONE","AUTHORISED","46d598cf-2217-4dd2-82e0-d96506794bf7"
"2025-01-23","SPEND","ULearn Limited Current account","Airtable","553","23.09","B106","","P2301US 24.00@0.96208","23.09","NONE","AUTHORISED","bef46d9b-f77c-4bf6-9b87-f06232b9de46"
"2025-02-24","SPEND","ULearn Limited Current account","Airtable","553","22.98","B106","","P2302US 24.00@0.95750","22.98","NONE","AUTHORISED","8b2c5dcc-decc-48a5-8fca-136bfa6d1e27"
"2025-01-13","SPEND","ULearn Limited Current account","MiniExtensions","553","145.88","B106","","P1201US149.00@0.97906","145.88","NONE","AUTHORISED","aa7f27eb-1f26-4450-a53a-e3c8e49d0cdf"
"2025-02-13","SPEND","ULearn Limited Current account","MiniExtensions","553","144.79","B106","","P1202US149.00@0.97174","144.79","NONE","AUTHORISED","fae314bd-b2c2-4430-8d2d-593b47be2951"
"2025-03-13","SPEND","ULearn Limited Current account","MiniExtensions","553","137.61","B106","","P1203US149.00@0.92355","137.61","NONE","AUTHORISED","d80eef07-3bc2-480a-8825-adb73d581e05"
"2025-01-02","SPEND","ULearn Limited Current account","zapier","553","56.56","B106","","P0101US 58.50@0.96683","56.56","NONE","AUTHORISED","194d46c0-244c-42a9-8f55-ef7cd49fbc33"
"2025-02-04","SPEND","ULearn Limited Current account","zapier","553","56.53","B106","","P0102US 58.50@0.96632","56.53","NONE","AUTHORISED","b997b04f-b134-4e25-b359-6f57c63772a9"
"2025-03-03","SPEND","ULearn Limited Current account","zapier","553","56.47","B106","","P0103US 58.50@0.96529","56.47","NONE","AUTHORISED","e7168314-3998-4bfb-8df6-fcb36418cf71"
"2025-01-03","SPEND","ULearn Limited Current account","Wistia Software company","553","78.31","B106","","P0201US 81.00@0.96679","78.31","NONE","AUTHORISED","2c28af63-e591-4594-90aa-1a53085e50a9"
"2025-02-04","SPEND","ULearn Limited Current account","Wistia Software company","553","78.27","B106","","P0202US 81.00@0.96629","78.27","NONE","AUTHORISED","c674bff7-00f1-4ce2-b4e6-37cefc89c886"
"2025-03-03","SPEND","ULearn Limited Current account","Wistia Software company","553","78.19","B106","","P0203US 81.00@0.96530","78.19","NONE","AUTHORISED","e7f86d3c-9b3e-4f20-9d20-5aa14592e7f4"
"2025-04-03","SPEND","ULearn Limited Current account","Wistia Software company","553","75.17","B106","","P0204US 81.00@0.92802","75.17","NONE","AUTHORISED","d89a686f-a7bc-40d8-ad7d-f47230112fc5"
"2025-05-06","SPEND","ULearn Limited Current account","Wistia Software company","553","71.9","B106","","P0205US 81.00@0.88765","71.9","NONE","AUTHORISED","2d1ade96-ca0b-40b7-b38b-ac1d47b0e9d3"
"2025-06-03","SPEND","ULearn Limited Current account","Wistia Software company","553","71.61","B106","","P0206US 81.00@0.88407","71.61","NONE","AUTHORISED","51329cae-d81a-46a0-ae6a-7805614f7f66"
"2025-07-03","SPEND","ULearn Limited Current account","Wistia Software company","553","68.88","B106","","P0207US 81.00@0.85037","68.88","NONE","AUTHORISED","4a6ff5be-a17a-48ab-8441-d6de38efedfa"
"2025-01-20","SPEND","ULearn Limited Current account","ACS Telecom - pleasehelp.io","545","20","B104","","POS19JAN ACS*21536148","20","NONE","AUTHORISED","f132fc28-5872-4e7e-a497-0a90729442e5"
"2025-02-17","SPEND","ULearn Limited Current account","ACS Telecom - pleasehelp.io","545","20","B104","","POS16FEB ACS*22446433","20","NONE","AUTHORISED","69f0a932-d8df-4786-8213-b4d1b673cb26"
"2025-03-18","SPEND","ULearn Limited Current account","ACS Telecom - pleasehelp.io","545","20","B104","","POS17MAR ACS*23521765","20","NONE","AUTHORISED","6bc0040c-ef0d-49bb-838b-77cad22d999a"
"2025-04-16","SPEND","ULearn Limited Current account","ACS Telecom - pleasehelp.io","545","20","B104","","POS15APR ACS*24455563","20","NONE","AUTHORISED","e00dcaa2-8daf-48a0-9516-9a315c6326b8"
"2025-06-13","SPEND","ULearn Limited Current account","ACS Telecom - pleasehelp.io","545","20","B104","","POS12JUN ACS*26374257","20","NONE","AUTHORISED","19e8c455-02ca-44ce-bdfe-e271ff3edd76"
"2025-07-09","SPEND","ULearn Limited Current account","ACS Telecom - pleasehelp.io","545","20","B104","","POS08JUL ACS*27295516","20","NONE","AUTHORISED","58c60035-2a15-4a1c-8623-934666f5a549"
"2025-05-28","SPEND","ULearn Limited Current account","PAYROLL","","30621.05","B107","","4 Week Salary SEPA","30621.05","NONE","AUTHORISED","eaceb284-d09c-4d2e-bcab-3dce0e1ddeec"
"2025-06-27","SPEND","ULearn Limited Current account","PAYROLL","","28638.65","B107","","Monthly Salary SEPA","28638.65","NONE","AUTHORISED","4466dcee-a992-4caf-890e-374ac70cdded"
"2025-03-28","SPEND","ULearn Limited Current account","PAYROLL","","28385.56","B107","","Monthly Salary SEPA","28385.56","NONE","AUTHORISED","24fa23f4-cb9e-48db-a318-4d385fd875d2"
"2025-04-28","SPEND","ULearn Limited Current account","PAYROLL","","31171.53","B107","","Monthly Salary SEPA","31171.53","NONE","AUTHORISED","6880ae21-d410-4202-8084-24f8cc6aa0e5"
"2025-02-28","SPEND","ULearn Limited Current account","PAYROLL","","32700.7","B107","","Monthly Salary SEPA","32700.7","NONE","AUTHORISED","a6cc6d85-c07d-4661-9884-f6a0c70696a1"
"2025-01-31","SPEND","ULearn Limited Current account","PAYROLL","","29735.84","B107","","Monthly Salary SEPA","29735.84","NONE","AUTHORISED","2e650331-ae46-46db-9eaf-ea563fd5f33b"
"2025-07-20","SPEND","ULearn Limited Current account","Woodies","","24.99","B102","","Weed killer","24.99","NONE","AUTHORISED","ef95f81d-427a-429a-8a54-6b522757a74a"
"2025-07-24","SPEND","ULearn Limited Current account","BOI","","0.76","B127","","NEPOSCHGUSD 000000.44","0.76","NONE","AUTHORISED","c2d8e0bb-d827-48d4-8b8b-8344f3c4164f"
"2025-07-24","SPEND","ULearn Limited Current account","Bank Charges","","0.11","B127","","NEPOSCHGUSD 000000.31","0.11","NONE","AUTHORISED","a1511945-d5a5-4e91-bbdf-d87c6ed39ea3"
"2025-07-23","SPEND","ULearn Limited Current account","ADOBE","","36.16","B106","","JUL  ADOBE SYSTEM","36.16","NONE","AUTHORISED","75efbc85-84d0-48b7-9bb5-1ffb1708b896"
"2025-07-23","SPEND","ULearn Limited Current account","Amazon Prime","","6.99","B106","","","6.99","NONE","AUTHORISED","1fb12d28-dde2-4888-948a-dbc27bbba21b"
"2025-07-23","SPEND","ULearn Limited Current account","BOI","","0.41","B127","","NEPOSCHGUSD 000000.44","0.41","NONE","AUTHORISED","b5a82634-f4ae-4d31-b4f9-48f328cd12ba"
"2025-07-23","RECEIVE","ULearn Limited Current account","ULearn-Student","","2305.66","100","","","2305.66","NONE","AUTHORISED","5e9755dd-3e70-408f-93a2-3276769c3251"
"2025-07-23","SPEND","ULearn Limited Current account","GODADDY","","31.73","B106","","","31.73","NONE","AUTHORISED","8c976e47-df71-40a0-9174-79db943c1231"
"2025-07-23","RECEIVE","ULearn Limited Current account","ULearn-Student","","484","100","","","484","NONE","AUTHORISED","16aa0ffb-a130-451e-b8d6-8c8c01757341"
"2025-07-23","SPEND","ULearn Limited Current account","Flickr","","9.34","B106","","POS23JUL FLICKR PRO M","9.34","NONE","AUTHORISED","d291c1cb-c44e-400f-a664-7937bf261585"
"2025-07-23","SPEND","ULearn Limited Current account","MessageBird","","15","B106","","","15","NONE","AUTHORISED","760554a0-0c3a-48d4-932a-bf30a9137836"
"2025-07-22","SPEND","ULearn Limited Current account","ADOBE","","36.89","B106","","POS21JUL Adobe","36.89","NONE","AUTHORISED","d523003b-ef94-4c00-986b-3c10611a741d"
"2025-07-22","SPEND","ULearn Limited Current account","Bank Charges","","0.11","B127","","NEPOSCHGUSD 000000.31","0.11","NONE","AUTHORISED","4824364c-4a25-47aa-a96e-00a64273662c"
"2025-07-22","SPEND","ULearn Limited Current account","Trinity College","","243","A109B","","Book of Kells Experience (Brufol)","243","NONE","AUTHORISED","20ce4cb7-7c6f-49aa-9e6f-947b9ddb1b86"
"2025-07-22","SPEND","ULearn Limited Current account","Upwork - CARD","","71.99","B118","","POS04AUG Upwork -6072","71.99","NONE","AUTHORISED","1d5be43b-2ed7-4592-a00c-64a1b0c4abbd"
"2025-07-22","RECEIVE","ULearn Limited Current account","ULearn-Student","","245.08","100","","STRIPE-I6V6ORRNBLN","245.08","NONE","AUTHORISED","0e891ec4-bed7-423a-9aee-fad6756d1c51"
"2025-07-22","SPEND","ULearn Limited Current account","Google","","1000","B110","","POS25SEP GOOGLE *ADS1","1000","NONE","AUTHORISED","7f3934b3-faed-4b96-ab8f-08e0f59d2759"
"2025-07-21","SPEND","ULearn Limited Current account","GODADDY","","41.17","B106","","","41.17","NONE","AUTHORISED","d2d8c034-6160-43a5-8f82-addfe9f5c222"
"2025-07-21","SPEND","ULearn Limited Current account","Bank Charges","","0.11","B127","","NEPOSCHGUSD 000000.31","0.11","NONE","AUTHORISED","1199db46-8042-4dd4-9f09-29a743489b47"
